+---------------------------+---------------------------+-----------+
| TABLE_NAME                | COLUMN_NAME               | DATA_TYPE |
| posts                     | is_nsfw                   | bit       |
| posts                     | is_pinned                 | bit       |
| posts                     | like_count                | bigint    |
| posts                     | location                  | varchar   |
| posts                     | mentions                  | text      |
| posts                     | moderation_reason         | varchar   |
| posts                     | moderation_status         | varchar   |
| posts                     | platform                  | varchar   |
| posts                     | published_at              | datetime  |
| posts                     | scheduled_at              | datetime  |
| posts                     | share_count               | bigint    |
| posts                     | tags                      | text      |
| posts                     | title                     | varchar   |
| posts                     | tournament_id             | bigint    |
| posts                     | toxicity_score            | double    |
| posts                     | type                      | enum      |
| posts                     | updated_at                | datetime  |
| posts                     | view_count                | bigint    |
| posts                     | visibility                | enum      |
| posts                     | author_id                 | bigint    |
| product_reviews           | id                        | bigint    |
| product_reviews           | comment                   | text      |
| product_reviews           | created_at                | datetime  |
| product_reviews           | rating                    | int       |
| product_reviews           | verified_purchase         | bit       |
| product_reviews           | product_id                | bigint    |
| product_reviews           | reviewer_id               | bigint    |
| products                  | id                        | bigint    |
| products                  | average_rating            | decimal   |
| products                  | brand                     | varchar   |
| products                  | category                  | enum      |
| products                  | color                     | varchar   |
| products                  | condition_type            | enum      |
| products                  | condition_description     | text      |
| products                  | created_at                | datetime  |
| products                  | currency                  | varchar   |
| products                  | deleted_at                | datetime  |
| products                  | description               | text      |
| products                  | dimensions                | varchar   |
| products                  | discount_percentage       | int       |
| products                  | estimated_delivery_days   | int       |
| products                  | flagged_count             | int       |
| products                  | free_shipping             | bit       |
| products                  | game_compatibility        | text      |
| products                  | image_urls                | text      |
| products                  | inquiry_count             | bigint    |
| products                  | is_available              | bit       |
| products                  | is_featured               | bit       |
| products                  | keywords                  | text      |
| products                  | listed_at                 | datetime  |
| products                  | main_image_url            | varchar   |
| products                  | model                     | varchar   |
| products                  | moderation_reason         | varchar   |
| products                  | moderation_status         | varchar   |
| products                  | name                      | varchar   |
| products                  | original_price            | decimal   |
| products                  | price                     | decimal   |
| products                  | promotion_description     | varchar   |
| products                  | promotion_end             | datetime  |
| products                  | promotion_start           | datetime  |
| products                  | quantity_available        | int       |
| products                  | quantity_sold             | int       |
| products                  | return_policy             | text      |
| products                  | seller_verified           | bit       |
| products                  | shipping_cost             | decimal   |
| products                  | shipping_method           | enum      |
| products                  | shipping_regions          | text      |
| products                  | sold_at                   | datetime  |
| products                  | specifications            | text      |
| products                  | status                    | enum      |
| products                  | subcategory               | varchar   |
| products                  | tags                      | text      |
| products                  | total_reviews             | int       |
| products                  | updated_at                | datetime  |
| products                  | video_url                 | varchar   |
| products                  | view_count                | bigint    |
| products                  | warranty_description      | text      |
| products                  | warranty_period_days      | int       |
| products                  | weight                    | double    |
| products                  | wishlist_count            | bigint    |
| products                  | seller_id                 | bigint    |
| tournament_moderators     | tournament_id             | bigint    |
| tournament_moderators     | moderator_id              | bigint    |
| tournament_participations | id                        | bigint    |
| tournament_participations | bracket_position          | int       |
| tournament_participations | check_in_time             | datetime  |
| tournament_participations | checked_in                | bit       |
| tournament_participations | created_at                | datetime  |
| tournament_participations | disqualification_reason   | varchar   |
| tournament_participations | disqualified              | bit       |
| tournament_participations | final_placement           | int       |
| tournament_participations | matches_lost              | int       |
| tournament_participations | matches_played            | int       |
| tournament_participations | matches_won               | int       |
| tournament_participations | participant_notes         | text      |
| tournament_participations | points                    | int       |
| tournament_participations | registration_date         | datetime  |
| tournament_participations | seed_number               | int       |
| tournament_participations | status                    | enum      |
| tournament_participations | team_name                 | varchar   |
| tournament_participations | updated_at                | datetime  |
| tournament_participations | participant_id            | bigint    |
| tournament_participations | tournament_id             | bigint    |
| tournaments               | id                        | bigint    |
| tournaments               | age_restriction           | int       |
| tournaments               | bracket_data              | text      |
| tournaments               | created_at                | datetime  |
| tournaments               | current_participants      | int       |
| tournaments               | current_round             | int       |
| tournaments               | deleted_at                | datetime  |
| tournaments               | description               | text      |
| tournaments               | end_date                  | datetime  |
| tournaments               | entry_fee                 | decimal   |
| tournaments               | game_category             | varchar   |
| tournaments               | game_title                | varchar   |
| tournaments               | is_public                 | bit       |
| tournaments               | live_updates_enabled      | bit       |
| tournaments               | max_participants          | int       |
| tournaments               | name                      | varchar   |
| tournaments               | prize_currency            | varchar   |
| tournaments               | prize_pool                | decimal   |
| tournaments               | recording_enabled         | bit       |
| tournaments               | region_restriction        | varchar   |
| tournaments               | registration_deadline     | datetime  |
| tournaments               | regulations               | text      |
| tournaments               | requires_approval         | bit       |
| tournaments               | rules                     | text      |
| tournaments               | settings                  | text      |
| tournaments               | spectator_count           | bigint    |
| tournaments               | start_date                | datetime  |
| tournaments               | status                    | enum      |
| tournaments               | stream_url                | varchar   |
| tournaments               | total_rounds              | int       |
| tournaments               | tournament_type           | enum      |
| tournaments               | updated_at                | datetime  |
| tournaments               | view_count                | bigint    |
| tournaments               | organizer_id              | bigint    |
| tournaments               | runner_up_id              | bigint    |
| tournaments               | third_place_id            | bigint    |
| tournaments               | winner_id                 | bigint    |
| user_roles                | user_id                   | bigint    |
| user_roles                | role                      | enum      |
| users                     | id                        | bigint    |
| users                     | active                    | bit       |
| users                     | auth_provider             | enum      |
| users                     | ban_reason                | varchar   |
| users                     | banned                    | bit       |
| users                     | bio                       | text      |
| users                     | created_at                | datetime  |
| users                     | discord_discriminator     | varchar   |
| users                     | discord_id                | varchar   |
| users                     | discord_username          | varchar   |
| users                     | display_name              | varchar   |
| users                     | email                     | varchar   |
| users                     | email_verified            | bit       |
| users                     | gaming_preferences        | text      |
| users                     | gaming_statistics         | text      |
| users                     | last_login                | datetime  |
| users                     | password                  | varchar   |
| users                     | privacy_settings          | text      |
| users                     | profile_picture_url       | varchar   |
| users                     | social_links              | text      |
| users                     | updated_at                | datetime  |
| users                     | verification_token        | varchar   |
+---------------------------+---------------------------+-----------+
